Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
,True,Middleweight,3,,0.0,,6.7,4.7,9.1,5.6,59.2,,9.3,7.1,63.5,26.5,0.6,,5.8,1.0,0.0,77.6,,,0.2,3.1,,,97.4,,2.0,,10.2,,8.0,,68.4,22.5,,10.8,69.4,26.1,,9.3,6.5,1.0,0.0,88.9,39.4,0.402,0.3,2.6,0.4,0.11,106.4,55.8,25.0,,0.0,0.0,0.0,1.0,2.0,,0.0,,,175.26,,185.0,0.0,1.0,,6.5555555555555545,4.5555555555555545,4.666666666666667,3.2222222222222223,,,,7.166666666666668,,,0.16666666666666666,3.5,3.0,2.055555555555556,0.3333333333333333,48.88888888888889,23.277777777777786,0.4522222222222223,0.5555555555555556,3.7777777777777777,,,69.22222222222223,40.611111111111114,3.0,,5.5555555555555545,3.7222222222222223,,,37.72222222222222,,6.0555555555555545,3.5,37.611111111111114,,,,2.4444444444444446,0.7222222222222222,,46.16666666666666,,0.4583333333333333,1.0555555555555556,1.0555555555555556,0.2222222222222222,0.14333333333333334,,,36.0,499.4444444444445,,0.0,1.0,5.0,2.0,2.0,0.0,10.0,0,187.96,193.04,185.0,,34.0
,False,Welterweight,3,,,0.0,12.25,7.0,1.5,1.0,93.0,35.75,1.25,1.0,,21.0,0.0,,9.75,0.25,,,37.75,0.3775,0.25,1.5,0.5,0.165,,58.25,1.0,2.0,7.5,3.5,,,,,7.5,,,,0.25,,13.0,,0.25,78.5,33.25,0.4500000000000001,0.0,3.0,,,,53.5,,719.25,0.0,0.0,2.0,0.0,,0.0,0.0,2.0,0,,,170.0,2.0,0.0,0.0,,3.2777777777777777,6.166666666666668,4.2222222222222205,35.666666666666664,12.333333333333336,,4.5,,14.333333333333336,,,,0.9444444444444444,,47.55555555555557,21.055555555555557,0.385,0.7777777777777778,,0.8888888888888888,0.21055555555555555,,,4.0,,8.555555555555555,5.6111111111111125,6.0555555555555545,3.9444444444444446,44.444444444444436,13.944444444444445,9.277777777777779,5.4444444444444455,,14.444444444444445,,,3.2777777777777777,,0.0,,23.33333333333333,0.4361111111111111,0.2777777777777778,,,0.315,75.77777777777777,,36.0,491.88888888888886,0.0,0.0,1.0,,,,0.0,10.0,,182.88,187.96,,,42.0
1,False,Bantamweight,3,0.0,,,23.0,,16.0,,120.5,51.0,27.5,20.5,,53.5,0.0,,10.0,4.0,0.0,,,,0.0,8.5,6.0,,189.5,102.5,2.0,0.0,14.5,10.0,8.5,,114.5,,2.0,,,31.5,0.0,6.5,,,0.0,,46.5,,0.0,,,0.5,161.0,77.0,,900.0,0.0,,,,0.0,0.0,0.0,2.0,0,,162.56,135.0,0.0,2.0,,5.5,3.375,6.625,3.125,77.0,,,0.75,,22.5,0.0,3.875,2.875,,0.125,84.875,28.75,,,,,0.395,128.125,64.0,2.0,2.0,,,,,83.875,33.25,2.75,1.625,78.25,,0.0,,7.0,0.125,0.375,98.375,41.375,0.40625,0.375,,0.625,,,59.25,,764.125,,0.0,1.0,,0.0,4.0,,,,172.72,172.72,,28.0,33.0
0,False,,3,1.0,,,4.0,2.5,7.0,,50.5,,,,54.0,,,0.5,0.5,,0.0,,29.5,0.75,,0.0,0.0,0.0,,32.0,1.0,1.0,6.0,5.0,,3.5,,,13.5,11.5,50.0,,0.0,9.5,9.5,0.5,0.0,,32.0,0.5700000000000001,0.0,8.5,4.0,0.4,99.0,57.5,4.0,450.0,0.0,0.0,,0.0,,,0.0,,0,190.5,,,0.0,,,4.0,2.5,4.0,2.0,86.0,29.0,13.0,9.5,97.5,,0.0,1.5,,2.5,0.0,103.0,40.5,0.44,1.0,5.5,3.0,,153.5,76.5,,0.0,13.0,,,,66.5,34.0,1.0,0.5,50.5,,0.0,,,,,,37.5,0.51,0.0,,0.0,,,,,900.0,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,,200.66,,30.0,29.0
1,True,,5,,2.0,0.0,,6.62962962962963,5.592592592592593,,79.37037037037038,27.62962962962963,10.555555555555557,6.777777777777778,,22.85185185185185,,12.518518518518519,9.111111111111107,0.3333333333333333,0.25925925925925924,,38.5925925925926,0.4422222222222224,,2.740740740740741,1.0,,111.88888888888887,54.074074074074076,,,,6.074074074074074,,3.6666666666666665,76.0,27.62962962962963,,2.814814814814815,67.07407407407408,,0.07407407407407407,,7.777777777777778,2.185185185185185,0.2222222222222222,,34.111111111111114,0.3888888888888888,1.037037037037037,3.6666666666666665,1.2962962962962965,0.24592592592592594,108.03703703703705,54.148148148148145,,754.4074074074074,,0.0,1.0,,6.0,0.0,1.0,14.0,,172.72,,145.0,,,0.0,,12.4,9.0,7.0,,39.4,,,109.2,28.8,,,,0.6,0.0,,51.8,0.34800000000000003,0.2,3.4,1.8,0.23200000000000004,,,2.0,1.0,13.0,,,5.0,119.4,40.8,,1.2,109.6,32.6,0.0,,6.6,0.2,,,47.0,,0.0,1.6,0.8,0.25,140.8,55.4,13.0,,,,1.0,,1.0,0.0,,,,167.64,,,31.0,32.0
0,False,Women's Strawweight,,0.0,3.0,0.0,,,13.428571428571427,9.714285714285714,111.71428571428572,51.28571428571429,5.571428571428571,4.285714285714286,97.28571428571428,,0.14285714285714285,12.857142857142858,11.285714285714285,,,130.71428571428572,65.28571428571429,0.5085714285714286,0.14285714285714285,4.142857142857143,0.7142857142857143,,170.71428571428572,99.28571428571428,3.0,,,12.142857142857142,9.285714285714286,6.285714285714287,101.42857142857143,26.0,2.8571428571428568,,87.2857142857143,,,6.7142857142857135,,0.5714285714285714,0.14285714285714285,113.57142857142857,,,0.0,2.2857142857142856,0.8571428571428571,0.2842857142857143,,,20.0,,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0,154.94,,115.0,,1.0,0.0,23.75,,28.25,,,45.08333333333334,16.583333333333332,12.083333333333336,114.83333333333331,,,5.25,4.833333333333333,,0.0,143.83333333333334,74.16666666666667,0.555,,3.6666666666666665,1.9166666666666667,,176.5,102.83333333333331,3.0,4.0,,,18.5,12.25,91.0,39.833333333333336,,5.166666666666667,,36.25,0.08333333333333333,11.583333333333336,10.666666666666666,0.8333333333333334,0.0,,,0.4575,,3.1666666666666665,0.6666666666666666,0.2316666666666667,133.83333333333334,70.66666666666667,29.0,689.6666666666665,1.0,0.0,,4.0,1.0,,0.0,8.0,,,157.48,,28.0,26.0
,False,Light Heavyweight,,,,,3.0,2.1111111111111107,,,27.88888888888889,,5.5555555555555545,4.0,30.66666666666667,10.333333333333334,,2.2222222222222223,1.7777777777777777,,0.0,35.888888888888886,14.222222222222221,,,,1.1111111111111112,,,17.22222222222222,3.0,,,,1.7777777777777777,,34.55555555555556,,1.3333333333333333,1.1111111111111112,,12.444444444444445,0.1111111111111111,4.333333333333333,,,0.0,37.66666666666666,18.222222222222214,0.3766666666666667,0.0,0.2222222222222222,,0.0,,,16.0,404.33333333333326,0.0,0.0,0.0,2.0,3.0,1.0,0.0,,0,177.8,185.42,205.0,,,0.0,8.4,,5.266666666666667,3.2666666666666666,,,5.6,,48.66666666666666,,0.2,3.6,2.6,,,60.66666666666666,,0.46,0.26666666666666666,1.6,,0.2773333333333333,,,,5.0,,,6.533333333333332,4.6,38.46666666666667,18.466666666666665,6.533333333333332,5.133333333333334,,14.133333333333333,,,8.466666666666667,,0.0,51.53333333333333,28.2,,,4.133333333333334,1.4666666666666666,,69.0,43.2,36.0,592.0666666666667,1.0,1.0,0.0,,5.0,,0.0,10.0,0,190.5,203.2,,,34.0
,False,,3,,0.0,0.0,7.666666666666668,3.6666666666666665,,,46.33333333333334,,,,,,,,1.3333333333333333,0.0,0.3333333333333333,,26.33333333333333,0.4166666666666667,,,,,,,1.0,,12.0,8.333333333333334,,11.333333333333336,49.0,19.666666666666668,11.333333333333336,6.666666666666668,,25.66666666666667,,4.333333333333333,3.6666666666666665,,0.0,,37.66666666666666,,,4.666666666666667,2.0,0.22,136.33333333333334,86.0,7.0,564.0,,,,,1.0,,0.0,1.0,0,,193.04,170.0,1.0,0.0,0.0,9.166666666666666,4.833333333333333,7.833333333333332,,78.5,31.16666666666667,7.5,5.666666666666668,,,1.1666666666666667,,7.0,,0.0,,41.0,0.4833333333333333,0.0,0.16666666666666666,0.16666666666666666,,,46.66666666666666,,,11.666666666666664,,2.6666666666666665,1.8333333333333333,104.16666666666669,39.333333333333336,2.333333333333333,2.0,85.83333333333333,25.83333333333333,,11.666666666666664,11.0,,0.0,,43.16666666666666,0.395,0.0,2.6666666666666665,1.0,0.275,,44.16666666666666,,557.0,0.0,,,,,0.0,0.0,,,177.8,180.34,170.0,32.0,26.0
1,False,Bantamweight,3,0.0,1.0,,,,5.666666666666668,3.6666666666666665,45.0,,,7.666666666666668,44.33333333333334,19.33333333333333,0.3333333333333333,9.0,7.0,,0.3333333333333333,59.33333333333334,30.33333333333333,0.43,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.44333333333333336,77.0,44.66666666666666,,,,,1.3333333333333333,1.3333333333333333,50.33333333333334,18.666666666666668,0.0,,39.333333333333336,12.0,0.0,3.6666666666666665,,,,51.66666666666666,20.0,,0.6666666666666666,,0.6666666666666666,0.3666666666666667,,20.666666666666668,,355.0,,0.0,0.0,0.0,1.0,,0.0,,,167.64,167.64,135.0,,,0.0,,10.076923076923077,9.23076923076923,,,,3.7692307692307687,,116.69230769230772,30.461538461538463,0.3076923076923077,,,0.8461538461538461,0.0,149.46153846153842,,0.36615384615384616,,,1.4615384615384617,,,64.15384615384616,7.0,,15.230769230769232,,8.0,5.384615384615384,118.84615384615385,44.30769230769231,,,106.92307692307692,35.53846153846154,0.15384615384615385,,7.8461538461538485,0.2307692307692308,0.0,131.9230769230769,,0.3676923076923077,,2.6153846153846154,0.07692307692307693,0.07692307692307693,148.61538461538458,,40.0,850.5384615384613,6.0,0.0,0.0,4.0,2.0,,0.0,9.0,0,167.64,,,31.0,31.0
,False,Women's Bantamweight,3,,1.0,0.0,,9.285714285714286,13.571428571428573,8.714285714285714,,32.0,,9.285714285714286,99.0,,0.0,8.142857142857142,6.285714285714287,,0.14285714285714285,121.0,50.0,0.4014285714285714,1.1428571428571428,0.2857142857142857,,0.2857142857142857,,75.0,2.0,,18.285714285714285,10.857142857142858,,3.1428571428571432,99.71428571428572,,2.8571428571428568,,77.0,14.714285714285715,0.14285714285714285,12.142857142857142,8.142857142857142,0.5714285714285714,,107.42857142857143,,,0.14285714285714285,3.0,1.2857142857142858,0.4171428571428572,,44.28571428571429,19.0,,0.0,0.0,0.0,,2.0,1.0,0.0,4.0,0,167.64,,135.0,1.0,0.0,0.0,5.8888888888888875,,5.333333333333333,,25.555555555555557,,,7.222222222222222,35.111111111111114,12.666666666666664,,2.2222222222222223,1.7777777777777777,,,43.22222222222222,18.555555555555557,,0.3333333333333333,3.2222222222222223,1.6666666666666667,0.5166666666666667,62.0,,3.0,,3.888888888888889,,5.111111111111111,,19.0,7.1111111111111125,,7.333333333333332,,13.666666666666664,,1.8888888888888888,1.8888888888888888,,0.1111111111111111,32.55555555555556,18.555555555555557,,,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,,,,,1.0,,1.0,2.0,,,0,167.64,,135.0,40.0,
1,False,,3,1.0,,0.0,,14.666666666666664,28.83333333333333,,99.0,42.0,3.5,2.333333333333333,,,,,10.0,0.0,,131.33333333333334,64.83333333333333,,0.0,,,,151.0,,,4.0,,15.833333333333336,,15.333333333333336,127.83333333333331,,1.0,0.3333333333333333,116.66666666666669,36.5,0.0,,12.0,,,157.16666666666666,,0.3900000000000001,0.16666666666666666,5.833333333333332,1.6666666666666667,0.4133333333333334,,,16.0,777.8333333333335,,,0.0,2.0,0.0,0.0,,2.0,0,160.02,162.56,115.0,0.0,2.0,0.0,13.5,9.25,2.25,1.0,,25.5,,,,19.0,0.0,2.75,1.5,0.75,0.0,132.25,29.75,0.29500000000000004,,,0.25,,,40.75,2.0,,11.5,,,,79.75,29.75,4.0,2.75,66.0,19.0,,9.25,7.5,,,,34.0,,0.5,,0.75,,,46.5,,,,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,,170.18,125.0,,
1,False,Welterweight,3,2.0,,0.0,13.3,8.6,7.7,,61.6,,5.3,3.3,51.3,,0.7,,8.7,0.2,0.0,,,,,,0.3,0.14,80.3,44.7,3.0,,,,,,,21.0,4.1,2.6,,21.4,0.3,3.0,2.2,0.9,0.0,69.2,27.0,0.424,0.2,,,0.325,76.4,32.9,19.0,,0.0,0.0,0.0,,,0.0,,6.0,0,,185.42,,,0.0,0.0,15.307692307692307,10.923076923076923,13.0,,40.384615384615394,,2.769230769230769,2.4615384615384617,,,0.15384615384615385,3.0,,,0.0,,28.615384615384606,0.5607692307692308,0.6923076923076923,0.38461538461538464,0.15384615384615385,0.15384615384615385,84.23076923076924,54.53846153846154,,,,3.6153846153846163,,5.769230769230767,40.692307692307686,15.538461538461535,12.0,,49.0,,,,,1.0769230769230769,0.15384615384615385,,29.30769230769231,0.4715384615384615,,3.3076923076923075,0.9230769230769232,0.3730769230769232,96.0,60.23076923076921,,523.5384615384615,,0.0,,2.0,,,,8.0,,187.96,195.58,170.0,36.0,
0,False,Light Heavyweight,3,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,22.0,0.0,,0.0,0.0,0.0,,66.0,18.0,0.5,,0.0,,0.0,88.0,16.0,,0.0,1.0,0.0,0.0,,2.0,1.0,,0.0,,,,,0.0,,0.0,,,0.42,,,,0.0,,25.0,0.0,900.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,,187.96,205.0,1.0,0.0,0.0,7.6923076923076925,6.384615384615384,,,49.769230769230774,,2.923076923076924,2.0,,19.846153846153847,0.3076923076923077,5.153846153846153,3.7692307692307687,,0.0,,30.0,0.4938461538461538,0.07692307692307693,0.2307692307692308,0.0,,74.23076923076924,38.30769230769232,,,12.538461538461535,,7.461538461538463,5.0,61.23076923076921,25.92307692307693,,0.07692307692307693,44.230769230769226,15.230769230769232,0.0,,,0.2307692307692308,,,31.0,0.4715384615384616,,3.3846153846153846,0.5384615384615384,,80.69230769230771,42.230769230769226,28.0,584.3846153846154,,0.0,,2.0,,1.0,,,,187.96,190.5,205.0,29.0,
0,False,,3,0.0,1.0,,4.857142857142857,3.1428571428571432,,3.571428571428572,32.42857142857143,9.285714285714286,9.571428571428571,,40.0,14.714285714285715,0.2857142857142857,1.8571428571428568,,1.7142857142857142,0.5714285714285714,46.714285714285715,19.285714285714285,0.4085714285714285,,,1.4285714285714286,,72.71428571428571,41.857142857142854,,,6.0,4.0,2.4285714285714284,1.7142857142857142,32.57142857142857,12.571428571428573,,2.0,,8.428571428571429,0.0,,3.8571428571428568,,0.14285714285714285,,16.285714285714285,,1.0,4.714285714285714,2.142857142857143,,,28.714285714285715,14.0,,,0.0,1.0,0.0,,1.0,0.0,3.0,0,,177.8,135.0,0.0,1.0,0.0,5.307692307692308,3.3076923076923075,2.4615384615384617,1.4615384615384617,42.846153846153854,13.230769230769232,,,41.384615384615394,12.307692307692307,0.0,5.0,,,0.3076923076923077,51.69230769230769,19.384615384615387,,1.3076923076923077,,2.4615384615384617,0.3615384615384616,,51.30769230769231,4.0,,3.9230769230769234,3.2307692307692317,1.5384615384615383,1.0769230769230769,24.07692307692308,,,5.461538461538462,,,,,,1.2307692307692308,,,15.923076923076925,,0.3076923076923077,,,0.4546153846153846,71.61538461538461,51.30769230769231,32.0,,0.0,0.0,1.0,,0.0,,0.0,,0,167.64,170.18,135.0,31.0,33.0
1,False,,3,,1.0,0.0,8.0,5.0,8.0,,21.0,9.0,11.0,8.0,25.0,13.0,0.0,7.0,,1.0,0.0,40.0,,,3.0,4.0,2.0,0.5,62.0,42.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,27.0,7.0,0.0,1.0,1.0,0.0,0.0,,,,,2.0,0.0,0.0,,,2.0,,0.0,,,0.0,0.0,,,1.0,0,167.64,165.1,,,,,,,,0.3333333333333333,63.66666666666666,21.33333333333333,33.333333333333336,28.0,89.66666666666669,42.66666666666666,,,,,,,49.66666666666666,0.4766666666666666,0.3333333333333333,7.0,3.333333333333333,,151.66666666666666,97.66666666666669,1.0,2.0,6.333333333333332,,2.6666666666666665,1.6666666666666667,62.33333333333334,,4.666666666666667,3.333333333333333,58.66666666666666,,0.0,,3.333333333333333,,0.0,69.66666666666667,,,1.6666666666666667,4.333333333333333,2.333333333333333,,89.33333333333331,39.66666666666666,9.0,900.0,0.0,,,,0.0,0.0,,,,167.64,172.72,,25.0,
1,False,Bantamweight,3,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,66.0,,,,0.0,,0.0,88.0,,,,,,,0.0,2.0,,0.0,,22.0,,0.0,0.0,,0.0,0.0,,6.0,0.42,,0.0,0.0,,103.0,,,,,0.0,0.0,,,0.0,,0.0,0,177.8,180.34,135.0,2.0,,0.0,8.0,,,,141.4,47.2,,,,,,,17.0,0.4,,,51.8,0.326,,,0.4,0.166,,70.0,,4.0,14.0,7.8,4.0,,112.6,44.0,,,106.2,41.0,0.4,10.4,7.6,,0.0,130.6,56.4,0.4400000000000001,0.4,,0.8,0.18600000000000005,164.2,,,799.4,,0.0,,0.0,0.0,0.0,0.0,1.0,,,182.88,,23.0,26.0
,True,,,0.0,3.0,,13.090909090909092,7.545454545454546,,2.727272727272727,81.36363636363636,,,2.727272727272727,71.36363636363636,20.818181818181817,0.8181818181818182,,,,0.18181818181818185,89.0909090909091,32.18181818181818,,0.3636363636363637,,0.09090909090909093,,,,3.0,5.0,,,8.909090909090908,6.363636363636362,,34.09090909090909,1.6363636363636365,1.2727272727272727,,24.0,0.3636363636363637,8.0,6.7272727272727275,0.4545454545454545,,,41.72727272727273,0.4463636363636364,,,0.5454545454545454,0.17272727272727273,84.45454545454545,45.63636363636363,20.0,423.45454545454544,0.0,,1.0,0.0,,,0.0,,,177.8,190.5,155.0,3.0,0.0,0.0,,10.423076923076923,6.269230769230767,3.9230769230769234,76.30769230769229,36.115384615384606,5.230769230769232,3.6153846153846163,59.30769230769231,20.80769230769231,0.5384615384615384,14.153846153846152,,1.0,0.07692307692307693,87.80769230769229,43.653846153846146,0.4953846153846154,,2.1153846153846154,,0.3096153846153846,95.46153846153848,50.23076923076921,,,,11.038461538461537,,,,37.30769230769232,,1.0769230769230769,64.96153846153847,,0.2692307692307692,,,0.0,0.038461538461538464,90.1153846153846,43.5,0.455,,2.0384615384615383,,0.03730769230769231,,48.5,54.0,535.8076923076924,,0.0,,6.0,8.0,,0.0,19.0,0,,,155.0,30.0,34.0
0,False,,3,1.0,0.0,0.0,12.0,8.2,11.0,8.8,87.4,37.0,,,94.8,42.2,,8.8,7.8,,0.0,115.6,58.2,0.5,0.0,,1.0,,,,,2.0,12.0,,,10.0,,,1.0,,,33.0,,6.6,5.8,,0.0,,49.0,0.41200000000000003,0.2,4.4,0.8,,130.8,73.2,,895.8,,0.0,,1.0,2.0,,0.0,3.0,0,,,249.0,1.0,,0.0,5.083333333333333,3.8333333333333335,,4.916666666666667,,,,12.916666666666664,46.91666666666666,22.58333333333333,0.16666666666666666,,,1.1666666666666667,0.08333333333333333,53.33333333333334,,0.5583333333333332,0.0,1.25,0.3333333333333333,0.2358333333333333,,30.41666666666667,6.0,3.0,5.833333333333332,,,2.0,,,4.666666666666667,,18.08333333333333,7.083333333333332,0.08333333333333333,,,1.75,0.08333333333333333,,,0.5441666666666667,0.16666666666666666,4.333333333333333,1.8333333333333333,,,,25.0,508.75,,0.0,1.0,,,,0.0,9.0,,190.5,200.66,,32.0,33.0
,True,Lightweight,3,0.0,1.0,,12.75,,,7.5,,24.5,10.3125,,64.625,23.75,0.1875,5.375,4.8125,1.0,,,38.6875,0.50125,,1.9375,0.8125,0.31625000000000003,99.0,,7.0,,10.8125,6.6875,5.8125,4.5,54.1875,,4.9375,3.125,,,0.0625,5.1875,4.4375,1.125,,,,0.4325000000000001,0.3125,3.8125,,0.28687500000000005,90.4375,47.5625,39.0,,0.0,,,6.0,2.0,2.0,1.0,,,,177.8,155.0,0.0,3.0,0.0,,,3.111111111111111,2.5555555555555562,,31.44444444444445,1.8888888888888888,,77.55555555555556,25.44444444444445,0.3333333333333333,4.888888888888889,3.5555555555555562,,0.2222222222222222,93.88888888888887,35.22222222222222,0.3211111111111111,,,,,101.66666666666669,43.0,5.0,,10.0,5.4444444444444455,5.4444444444444455,,,,3.4444444444444446,2.4444444444444446,56.88888888888889,,0.4444444444444444,,6.1111111111111125,,,74.55555555555556,28.555555555555557,0.3211111111111111,0.0,3.7777777777777777,1.4444444444444444,0.3333333333333333,79.77777777777777,33.333333333333336,,523.7777777777778,0.0,0.0,,3.0,,3.0,0.0,8.0,,190.5,193.04,,39.0,30.0
,True,Welterweight,3,0.0,0.0,,0.0,,0.0,0.0,4.0,,0.0,0.0,22.0,,0.0,0.0,,0.0,,,18.0,,0.0,0.0,,0.0,88.0,16.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,39.0,,,,0.0,,0.0,103.0,,,900.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,6.409090909090909,5.090909090909091,,4.818181818181818,,29.272727272727273,9.681818181818182,5.136363636363637,70.77272727272727,21.272727272727273,0.5909090909090909,16.40909090909091,12.863636363636365,1.0,0.09090909090909093,,39.22727272727273,0.4622727272727274,0.2727272727272727,,0.5454545454545454,0.31772727272727275,110.54545454545456,,7.0,8.0,9.772727272727273,6.7272727272727275,,5.2727272727272725,77.68181818181819,23.0,,,,20.818181818181817,0.13636363636363635,7.5,5.863636363636362,1.9545454545454544,0.09090909090909093,93.27272727272728,33.40909090909091,0.3936363636363636,0.4545454545454545,5.090909090909091,,0.30409090909090913,,50.95454545454545,,653.7272727272727,,,0.0,5.0,7.0,1.0,1.0,14.0,,,177.8,170.0,30.0,34.0
1,True,Featherweight,,,,0.0,,7.0,6.0,3.0,,,,,87.0,19.0,0.0,14.0,12.0,0.0,0.0,112.0,,0.33,,1.0,1.0,1.0,133.0,,,1.0,15.0,,,,118.0,,0.0,,117.0,29.0,0.0,0.0,,,,,,0.25,0.0,15.0,3.0,,,35.0,3.0,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,177.8,182.88,135.0,,0.0,,0.0,,0.0,0.0,,,,,,13.0,0.0,,0.0,0.0,0.0,27.0,19.0,,,0.0,0.0,,101.0,41.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.4,0.0,,0.0,0.0,62.0,44.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,177.8,,,27.0,27.0
0,True,Lightweight,,0.0,,0.0,,,,,,10.5,5.0,3.75,,15.75,0.25,,1.25,,0.25,43.0,18.5,,0.0,0.0,,,,27.5,,3.0,,,3.25,1.5,27.5,13.25,,,34.0,18.0,,1.5,1.25,1.5,0.0,40.25,22.25,,0.5,,0.75,,50.0,31.0,,284.0,0.0,0.0,,,1.0,0.0,0.0,1.0,,,182.88,,0.0,1.0,,7.0,,6.666666666666668,5.166666666666667,,,,5.666666666666668,43.33333333333334,,,5.5,4.5,1.3333333333333333,,55.83333333333334,30.0,0.6033333333333333,0.3333333333333333,2.6666666666666665,1.1666666666666667,,73.5,,,,,2.0,1.6666666666666667,0.8333333333333334,,13.5,5.5,,33.166666666666664,10.166666666666666,,8.666666666666666,6.5,,0.0,,18.666666666666668,0.4616666666666666,,2.5,1.5,0.5666666666666667,,36.333333333333336,13.0,,,,,2.0,,,0.0,,0,,180.34,,,21.0
