Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,False,3,,1.0,0.0,,21.5,48.5,30.5,,27.5,,2.5,,,0.5,8.5,,0.0,0.0,,60.5,,0.0,1.0,0.0,0.0,126.0,,,1.0,15.0,,21.0,15.0,88.0,,,,,44.0,0.0,5.5,,,0.0,125.5,,0.485,0.0,9.0,5.0,0.62,,,,,0.0,0.0,0.0,,,,0.0,1.0,,185.42,185.0,,0.0,0.0,,,,1.375,,,,,53.25,14.75,0.25,4.0,,3.625,0.0,60.5,,0.3425,,7.0,1.875,0.34500000000000003,80.25,,5.0,3.0,7.125,5.125,5.625,4.375,,,,6.0,,,,,,,,,34.0,,0.375,0.875,0.625,0.08875,74.75,40.125,,704.375,,0.0,,,,,0.0,5.0,185.42,198.12,185.0,,31.0,,,0,0,0,0,,1,0,,0,0,,,0,1,0,0,0,0,1,,
Blue,False,,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855,5.142857142857143,3.2857142857142856,19.428571428571427,6.285714285714287,,,32.0,,,2.5714285714285716,,1.4285714285714286,,,,0.3985714285714286,,5.142857142857143,,0.19285714285714287,43.0,23.142857142857146,,4.0,2.8571428571428568,2.5714285714285716,6.428571428571429,4.142857142857143,37.57142857142857,10.857142857142858,,5.0,48.57142857142857,,0.42857142857142855,,,0.2857142857142857,0.42857142857142855,52.714285714285715,20.0,0.5314285714285714,,0.42857142857142855,0.14285714285714285,0.14285714285714285,67.71428571428571,33.42857142857143,11.0,374.57142857142856,,,,0.0,1.0,2.0,0.0,3.0,190.5,190.5,205.0,,0.0,,9.25,,4.0,3.0,74.25,14.75,,,67.0,9.5,,,4.75,,0.0,84.5,,0.3475,0.5,2.25,,0.33,88.5,,1.0,3.0,,4.25,,,115.25,33.75,2.0,1.25,,26.75,0.25,5.5,,0.0,0.0,,,0.415,,0.75,,0.125,,,9.0,578.0,,0.0,0.0,,0.0,1.0,0.0,1.0,190.5,,,40.0,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,1,0,,,0,,,
Red,True,3,0.0,1.0,,19.0,15.0,33.0,,,33.0,18.0,10.0,93.0,42.0,0.0,8.0,8.0,,,120.0,,0.54,0.0,5.0,,0.8,158.0,,1.0,,,2.0,8.0,5.0,,12.0,0.0,0.0,,,0.0,5.0,,2.0,0.0,85.0,,0.2,,,1.0,,,,3.0,900.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,190.5,203.2,170.0,,,0.0,,,8.0,3.5,50.5,23.0,,0.5,48.0,,,4.0,,1.0,,,,0.435,,,,0.18,,,1.0,1.0,20.0,10.5,5.5,,80.5,25.5,,4.5,69.5,,1.0,4.0,,,0.0,93.5,34.0,0.355,,0.0,,0.0,106.0,42.0,6.0,,,,,0.0,,,0.0,1.0,,182.88,170.0,26.0,31.0,,0,,0,0,0,,,,,0,0,0,0,0,1,0,,0,,1,0,0
Red,False,3,1.0,0.0,0.0,,0.0,1.0,,9.0,2.0,0.0,0.0,,0.0,0.0,3.0,,0.0,0.0,,3.0,0.3,,,0.0,0.0,,4.0,,1.0,3.0,3.0,,2.0,28.0,11.0,7.0,6.0,34.0,16.0,0.0,,,,0.0,37.0,19.0,0.51,0.0,,,0.0,41.0,23.0,1.0,151.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,,,3.0,0.0,0.0,26.66666666666667,18.666666666666668,,17.0,,30.66666666666667,7.333333333333332,,82.0,,0.0,21.0,12.333333333333336,,,,52.66666666666666,0.4,0.0,8.0,2.0,0.26,,95.66666666666669,0.0,3.0,,21.33333333333333,,,,55.0,0.0,,104.33333333333331,,,,19.33333333333333,,0.3333333333333333,160.66666666666666,74.0,0.4633333333333333,0.0,4.333333333333333,,0.08333333333333333,177.66666666666663,90.0,9.0,,0.0,,,0.0,,0.0,,0.0,165.1,162.56,125.0,,,0,,0,,,0,0,,0,0,0,0,,0,,1,0,,,0,1,0,0
Red,False,3,1.0,0.0,,13.0,,,20.0,,17.0,7.0,,,,0.0,13.0,12.0,,0.0,62.0,,,0.0,6.0,4.0,0.66,105.0,,0.0,,,30.0,61.0,50.0,,22.0,,0.0,92.0,,,8.0,,,0.0,133.0,,0.54,2.0,1.0,,0.0,196.0,133.0,3.0,900.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,3.75,2.25,1.5,33.0,8.75,10.5,,32.75,9.75,,6.5,,,0.25,,17.75,,1.0,7.5,2.25,,98.25,64.0,2.0,1.0,,,2.5,2.0,24.0,8.5,5.25,4.5,,8.25,0.0,,4.75,,,31.75,,0.46,0.0,1.75,,0.75,56.25,,10.0,,0.0,,0.0,,,1.0,0.0,,,170.18,,32.0,,0,0,1,,,0,0,,0,0,,0,,0,,1,0,0,0,,,0,
Red,True,,,2.0,0.0,,10.5,10.0,,,,,0.5,44.5,13.5,0.5,7.0,,0.0,0.0,,,,,,1.0,,72.5,33.5,,0.0,,6.5,,4.0,74.0,23.5,,,62.5,13.0,,8.5,,,,82.5,,0.34,0.0,,,0.25,83.5,28.5,4.0,,,0.0,,,,,0.0,2.0,167.64,167.64,125.0,0.0,,0.0,29.285714285714285,,32.714285714285715,26.0,108.0,40.857142857142854,2.5714285714285716,2.142857142857143,91.28571428571428,30.42857142857143,0.14285714285714285,22.714285714285715,16.285714285714285,,,143.28571428571428,,0.4814285714285714,0.0,9.0,4.0,0.4142857142857143,189.0,109.0,3.0,2.0,,16.428571428571427,,14.714285714285715,,25.857142857142854,,,91.57142857142857,19.428571428571427,0.14285714285714285,,,,0.2857142857142857,126.57142857142857,43.57142857142857,0.3771428571428571,,,,,176.71428571428572,87.85714285714286,27.0,1157.142857142857,,0.0,,4.0,0.0,0.0,,5.0,,167.64,125.0,,26.0,0,0,0,1,,0,0,0,,0,0,0,0,,0,1,0,0,0,0,1,0,
Red,False,3,0.0,,,,,7.1,,36.8,14.1,11.7,,46.3,,0.8,3.1,2.7,0.5,,55.6,,,,3.1,,0.48100000000000004,,,6.0,,4.9,3.0,4.1,,,11.3,4.2,,,,0.1,,4.1,1.1,0.3,51.0,,,0.5,1.4,0.1,,78.5,41.0,22.0,,0.0,0.0,1.0,,,,,,175.26,180.34,170.0,,4.0,0.0,,7.0,8.166666666666666,4.166666666666667,55.0,26.5,19.666666666666668,13.666666666666664,,32.5,,,4.833333333333333,1.8333333333333333,0.16666666666666666,82.83333333333333,44.33333333333334,,,,2.5,,98.0,58.33333333333334,4.0,1.0,7.5,3.8333333333333335,,,,11.5,8.166666666666666,5.333333333333333,47.33333333333334,13.0,,8.166666666666666,6.0,1.0,,63.0,,,0.16666666666666666,3.0,0.3333333333333333,0.08333333333333333,99.5,,,605.6666666666666,,0.0,0.0,2.0,,1.0,0.0,,182.88,193.04,170.0,28.0,24.0,0,0,0,0,0,0,0,0,0,,,0,,0,,1,0,,0,0,,0,0
Red,True,,1.0,,,19.0,14.0,41.0,30.0,,38.0,25.0,,139.0,,,,,,0.0,175.0,,0.47,,,4.0,0.8,,,0.0,1.0,17.0,,23.0,,109.0,,,2.0,107.0,,0.0,,11.0,0.0,,135.0,72.0,,0.0,6.0,0.0,0.0,162.0,97.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,,170.0,,1.0,0.0,6.125,5.375,12.0,7.5,,8.75,,,43.5,15.125,,,0.75,,0.125,,21.25,,0.0,2.0,1.625,0.5625,59.875,30.5,3.0,3.0,,5.125,12.25,7.125,37.5,12.5,0.375,,,,,9.875,,0.25,,50.125,19.875,0.42875,0.375,1.875,0.625,0.3325,,32.125,15.0,429.25,0.0,,0.0,2.0,3.0,0.0,0.0,5.0,180.34,,,34.0,31.0,,,0,,0,,0,0,0,,0,0,0,0,0,1,,,0,,0,1,0
Blue,True,,0.0,,0.0,14.0,10.0,5.0,,63.0,,64.0,27.0,116.0,38.0,0.0,2.0,2.0,2.0,,132.0,50.0,0.37,,,,0.75,157.0,71.0,1.0,0.0,15.0,7.0,5.0,2.0,85.0,24.0,43.0,17.0,114.0,,0.0,4.0,3.0,,1.0,133.0,43.0,0.32,0.0,1.0,,,161.0,68.0,3.0,900.0,0.0,,,1.0,0.0,0.0,0.0,1.0,,187.96,,,2.0,0.0,2.5,1.5,,,,6.0,0.0,0.0,28.5,,0.0,1.5,,1.0,0.0,32.5,7.0,,1.5,4.0,1.0,0.265,34.5,,,0.0,7.5,,3.5,2.5,32.0,,,0.0,27.5,8.5,,,,,0.0,,13.0,0.41,0.0,,0.0,0.0,,13.0,,308.0,1.0,0.0,,0.0,,,0.0,,185.42,190.5,170.0,28.0,25.0,0,0,0,0,0,0,1,0,,0,0,0,,0,,1,,,0,0,,1,
,False,,,,0.0,17.0,13.0,14.333333333333336,10.333333333333334,74.66666666666667,,26.0,,95.66666666666669,35.666666666666664,,2.333333333333333,2.0,,,115.0,50.66666666666666,,0.0,0.3333333333333333,0.0,0.0,,,2.0,1.0,7.0,,2.333333333333333,,,,21.33333333333333,9.0,,18.666666666666668,0.0,4.0,3.6666666666666665,,0.3333333333333333,69.33333333333333,27.66666666666667,0.4666666666666666,,,2.0,0.25,78.33333333333333,35.333333333333336,7.0,,0.0,0.0,0.0,,1.0,,0.0,,,190.5,170.0,,1.0,0.0,,6.285714285714287,,8.142857142857142,37.857142857142854,11.714285714285715,20.714285714285715,,52.28571428571429,19.714285714285715,,8.714285714285714,8.142857142857142,1.7142857142857142,,,,0.54,,6.571428571428571,,,92.85714285714286,,3.0,,,,3.1428571428571432,,39.142857142857146,,1.4285714285714286,,,9.714285714285714,0.14285714285714285,3.571428571428572,,1.4285714285714286,,,16.428571428571427,0.4,2.2857142857142856,2.7142857142857144,0.8571428571428571,0.15571428571428572,60.28571428571429,31.42857142857143,18.0,,0.0,0.0,1.0,3.0,1.0,,0.0,,175.26,180.34,155.0,29.0,,,0,0,0,0,0,1,,,0,0,0,,,,1,0,,,,1,,0
Blue,False,,,,0.0,,4.052631578947368,3.947368421052632,,,,6.7368421052631575,3.736842105263158,39.31578947368421,,0.631578947368421,3.0,2.6842105263157894,,,,,0.41368421052631577,0.10526315789473684,1.0,0.7368421052631579,0.32894736842105265,51.57894736842106,23.421052631578952,,8.0,4.052631578947368,,2.263157894736842,1.1578947368421053,29.0,,1.631578947368421,,24.47368421052632,5.2105263157894735,,4.368421052631579,2.6842105263157894,1.1578947368421053,0.10526315789473684,32.89473684210526,10.157894736842103,0.3052631578947369,0.5789473684210527,4.421052631578949,1.5789473684210529,0.3368421052631579,,23.0,,383.89473684210526,0.0,0.0,,2.0,6.0,0.0,1.0,11.0,175.26,172.72,155.0,1.0,0.0,0.0,,,,,57.63636363636363,25.09090909090909,8.181818181818182,,62.81818181818182,26.818181818181817,,,3.9090909090909087,1.8181818181818181,,76.18181818181819,37.90909090909091,,0.5454545454545454,2.727272727272727,,,,,2.0,,,7.454545454545454,,11.545454545454545,61.09090909090909,,9.545454545454543,,,20.818181818181817,,8.181818181818182,7.636363636363638,0.9090909090909092,,,,0.4036363636363637,0.8181818181818182,4.090909090909091,,,,,,644.0,1.0,0.0,,2.0,1.0,2.0,0.0,5.0,,177.8,,,33.0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,,0,0,,0,,0,0
,True,3,1.0,0.0,0.0,,10.333333333333334,,7.333333333333332,91.66666666666669,,3.333333333333333,,,23.66666666666667,0.3333333333333333,6.666666666666668,6.0,1.0,0.6666666666666666,,40.0,,0.0,,1.3333333333333333,0.26666666666666666,,,2.0,1.0,,7.0,7.0,,103.33333333333331,37.66666666666666,,,93.33333333333331,28.33333333333333,0.0,6.333333333333332,,1.0,,112.33333333333331,41.0,0.3466666666666667,,2.0,0.3333333333333333,0.08333333333333333,,56.33333333333334,8.0,759.0,,,0.0,,1.0,0.0,,2.0,172.72,182.88,155.0,1.0,,0.0,8.235294117647058,5.764705882352941,,5.0588235294117645,,16.941176470588232,8.647058823529411,,47.17647058823529,15.647058823529413,0.4705882352941176,,5.764705882352941,,0.2352941176470588,,27.176470588235286,0.481764705882353,,0.8235294117647058,0.29411764705882354,0.19588235294117648,78.88235294117645,,6.0,,6.352941176470589,,7.1764705882352935,4.470588235294118,,13.176470588235292,4.588235294117646,2.764705882352941,55.29411764705882,11.941176470588234,0.05882352941176471,,4.647058823529412,,0.35294117647058826,68.0,20.41176470588235,,0.6470588235294118,,,0.22941176470588234,,41.058823529411775,38.0,,0.0,0.0,1.0,2.0,5.0,2.0,,10.0,175.26,185.42,155.0,,,0,,0,,0,,,,0,,,0,0,,0,0,0,0,1,0,0,,0
Blue,True,3,1.0,0.0,0.0,8.5,7.0,6.5,5.0,46.5,17.5,,,,,0.0,9.0,7.0,0.5,0.0,59.5,,0.535,0.0,9.5,2.0,0.13,68.5,35.5,1.0,1.0,13.5,10.0,,,58.0,19.0,8.0,,,20.5,1.0,2.0,,0.0,0.0,78.5,32.0,,,,0.0,0.0,81.5,34.5,4.0,483.0,,,,1.0,,0.0,0.0,1.0,172.72,177.8,155.0,1.0,0.0,0.0,13.5,10.5,,12.375,,,3.75,2.75,,,0.0,,8.375,0.875,0.0,91.5,36.0,,0.125,2.875,1.0,0.28375,127.25,69.375,1.0,5.0,14.0,11.5,19.625,11.5,79.25,26.875,2.875,1.5,,,,5.125,2.375,0.0,0.0,101.75,,0.38875,,2.375,1.0,0.1875,,55.625,17.0,602.75,0.0,0.0,0.0,3.0,,0.0,,,,175.26,,31.0,32.0,0,0,0,,0,0,1,0,,,0,,,0,,,0,1,0,0,0,1,
Blue,False,,1.0,0.0,0.0,2.0,,,0.0,,2.0,,0.0,10.0,0.0,0.0,3.0,,0.0,,,,,0.0,,0.0,0.0,15.0,,0.0,,2.0,2.0,0.0,0.0,11.0,8.0,2.0,2.0,6.0,4.0,,5.0,,0.0,0.0,,,0.76,0.0,0.0,,0.0,14.0,,,115.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,175.26,187.96,145.0,,,0.0,,3.75,4.75,3.75,,,,,,11.0,0.25,1.0,1.0,0.75,0.25,30.75,15.75,0.48,1.5,0.75,0.0,,43.0,,,3.0,4.5,3.75,1.25,,,4.75,,9.25,16.5,9.5,0.0,1.25,1.25,,0.25,22.25,14.5,,1.0,0.5,0.25,,39.25,27.75,,,0.0,,,,1.0,,0.0,1.0,172.72,172.72,135.0,32.0,26.0,1,0,,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,,,,
Blue,True,5,,5.0,0.0,,2.8,,3.8,48.2,,11.4,8.2,58.2,21.8,,4.0,3.6,3.4,0.0,66.2,,0.484,0.8,3.6,,,91.6,,,0.0,7.6,5.6,,,45.2,,0.6,0.4,,9.8,,2.6,,0.0,0.2,,,0.274,,1.4,,0.0,,,10.0,523.6,0.0,0.0,0.0,,1.0,,0.0,5.0,187.96,,185.0,0.0,16.0,0.0,7.3125,,6.6875,5.8125,,15.5625,10.6875,8.3125,28.6875,16.8125,1.0625,7.8125,6.5625,,0.0625,,29.6875,,0.375,0.25,0.1875,,53.375,38.1875,,,,2.1875,,,26.1875,6.6875,10.75,6.5,32.875,9.75,0.0,5.0625,3.5625,0.875,,,,0.32125,0.0625,3.5625,0.6875,,68.3125,39.625,,,11.0,,0.0,2.0,11.0,3.0,0.0,,,195.58,185.0,29.0,,0,,,0,,,0,1,,,,,,0,0,1,,0,0,0,,1,0
Red,True,3,,0.0,0.0,6.125,3.875,,3.0,28.625,11.875,,,25.125,8.625,,5.875,4.75,,0.25,37.125,17.25,0.49875,1.125,,0.75,0.34,46.625,,2.0,,,1.375,2.5,1.25,27.875,8.25,,2.5,28.5,,0.125,3.375,1.875,,0.0,34.75,12.0,0.31625000000000003,,,0.625,0.34750000000000003,,15.25,12.0,277.375,0.0,0.0,,0.0,,4.0,0.0,,177.8,,,3.0,0.0,0.0,20.428571428571427,12.214285714285715,9.357142857142858,6.142857142857142,,,,11.642857142857142,122.57142857142857,37.785714285714285,0.14285714285714285,13.0,9.071428571428571,,0.14285714285714285,,,,0.42857142857142855,9.0,,0.2871428571428572,181.14285714285717,82.42857142857143,5.0,5.0,10.0,6.428571428571429,7.2857142857142865,,132.5,,2.8571428571428568,1.7142857142857142,,29.785714285714285,0.2857142857142857,5.857142857142858,,0.2857142857142857,,142.64285714285714,,,,4.071428571428571,,0.2778571428571429,155.14285714285714,51.92857142857143,,,,,,6.0,2.0,1.0,,9.0,167.64,,145.0,23.0,,,0,1,0,0,0,0,,0,0,0,,,,0,1,0,,0,,1,0,0
,False,,,0.0,0.0,12.363636363636365,,13.090909090909092,,,19.0,,3.4545454545454546,44.0,,,,5.545454545454546,0.9090909090909092,,63.18181818181818,32.09090909090909,0.5063636363636363,0.4545454545454545,4.2727272727272725,1.5454545454545454,0.21909090909090911,83.72727272727273,50.27272727272727,4.0,4.0,8.272727272727273,5.909090909090909,,5.636363636363638,46.63636363636363,12.818181818181818,11.181818181818182,6.454545454545454,,,,6.363636363636362,4.727272727272728,,,66.0,24.90909090909091,0.3718181818181818,,,1.0,,91.36363636363636,47.63636363636363,27.0,650.9090909090909,0.0,,1.0,3.0,3.0,0.0,0.0,,182.88,,185.0,,0.0,0.0,9.0,,,,,,18.0,10.8,,,,5.4,,0.8,0.3,59.6,,0.433,0.3,,1.4,0.256,72.2,39.5,,3.0,6.8,5.5,9.8,5.9,,,5.6,4.2,,,0.4,3.0,,1.1,0.1,52.7,,0.436,1.1,3.2,1.4,,,,21.0,550.4,0.0,,1.0,2.0,4.0,,,7.0,,182.88,185.0,,35.0,0,0,0,0,0,0,0,,,,,,0,0,,1,,0,0,0,1,0,
,False,3,,2.0,0.0,10.4,5.8,,,111.2,,6.933333333333334,4.533333333333333,100.0,23.466666666666665,0.4666666666666667,14.533333333333333,10.666666666666666,0.8666666666666667,,124.93333333333334,39.93333333333333,0.3426666666666666,0.2,1.8,0.4666666666666667,,,66.46666666666667,4.0,5.0,7.666666666666668,4.133333333333334,,,70.6,20.133333333333333,6.333333333333332,3.0,61.0,,0.3333333333333333,,7.466666666666668,1.2,0.2,,25.066666666666666,0.33066666666666666,,2.533333333333333,,0.276,,31.66666666666667,33.0,,,0.0,,,3.0,2.0,0.0,10.0,167.64,,145.0,0.0,4.0,,7.6,5.2,3.0,2.2,62.0,,7.0,4.8,56.4,,,,5.4,0.8,0.0,72.0,,,0.2,1.2,,0.6,,42.0,,1.0,10.4,6.4,4.0,,68.4,,6.4,3.4,59.2,15.8,0.0,9.2,7.0,0.2,0.0,78.8,29.2,0.348,0.2,4.4,1.6,0.344,90.0,38.0,10.0,,0.0,0.0,0.0,1.0,,,0.0,4.0,,177.8,145.0,34.0,,0,0,1,,0,0,0,,0,0,0,0,,0,0,,,0,,0,1,,
Blue,True,3,1.0,0.0,0.0,5.666666666666668,,3.333333333333333,,49.33333333333334,16.666666666666668,,,49.0,17.333333333333332,,5.333333333333333,4.666666666666667,1.0,,60.0,26.33333333333333,0.48,0.0,1.3333333333333333,0.3333333333333333,0.16666666666666666,114.66666666666669,74.66666666666667,2.0,,,,4.666666666666667,4.333333333333333,48.0,27.0,7.666666666666668,6.666666666666668,41.66666666666666,23.33333333333333,0.6666666666666666,,8.0,2.0,0.0,60.33333333333334,38.0,,1.0,8.0,2.333333333333333,0.32666666666666666,,49.0,8.0,797.3333333333335,0.0,,0.0,1.0,,,0.0,2.0,,193.04,170.0,2.0,,0.0,6.9,4.25,14.5,7.75,,,9.6,,,,0.25,,5.95,,0.0,61.7,26.55,0.455,0.5,,0.85,0.3785,,,5.0,8.0,6.9,5.1,11.15,6.45,33.75,13.2,8.15,,42.75,,,,2.5,1.1,0.05,,24.15,,,3.4,,0.35750000000000004,69.7,,,,0.0,,,,7.0,2.0,,12.0,,187.96,,27.0,,0,,,0,,0,,,0,0,0,0,0,0,0,1,,,0,0,0,,0
Red,True,3,0.0,1.0,0.0,10.0,8.0,3.0,3.0,50.0,,24.0,8.0,58.0,,,9.0,5.0,5.0,,77.0,,0.42,0.0,2.0,2.0,,178.0,90.0,1.0,0.0,,,11.0,8.0,,,1.0,1.0,,21.0,0.0,8.0,,0.0,0.0,76.0,,0.43,0.0,,,0.25,117.0,,3.0,900.0,0.0,0.0,,,0.0,0.0,0.0,,180.34,,155.0,0.0,1.0,,,,,,89.0,,7.0,6.0,77.0,29.0,,8.0,7.0,7.0,0.0,98.0,,,,9.0,6.0,,105.0,48.0,1.0,0.0,24.0,10.0,5.0,,136.0,54.0,0.0,0.0,85.0,21.0,,32.0,,,0.0,141.0,56.0,0.39,0.0,,,0.0,,66.0,,900.0,1.0,0.0,0.0,1.0,0.0,,,1.0,180.34,,,,26.0,,,,,0,0,1,,,0,0,0,0,0,,,0,1,,0,1,,
Red,False,,3.0,,,,8.0,6.25,3.5,39.75,23.0,6.5,4.0,31.25,13.0,0.25,11.25,,,,,30.5,,0.0,,,,54.0,,,,3.0,2.5,4.25,,42.0,20.25,,2.75,43.0,18.5,0.75,5.0,4.75,2.5,,,,0.49,,,0.75,0.395,,41.5,7.0,,0.0,,,0.0,,0.0,0.0,,193.04,,242.0,1.0,,0.0,2.6666666666666665,,3.2666666666666666,2.333333333333333,,,6.666666666666668,4.333333333333333,,,,,3.066666666666667,1.5333333333333334,0.0,,,0.544,0.6666666666666666,2.466666666666667,1.2,0.5393333333333333,38.46666666666667,22.066666666666666,4.0,6.0,,,7.2666666666666675,5.2,25.6,7.2666666666666675,5.066666666666666,3.4,,13.4,0.26666666666666666,,,,0.06666666666666668,37.93333333333333,15.866666666666667,0.38,,0.9333333333333332,0.2,0.02,43.0,20.666666666666668,,,1.0,0.0,0.0,,5.0,4.0,0.0,9.0,,,,,34.0,0,0,0,0,1,0,0,0,0,,0,0,,,0,,0,0,0,0,,,0
,False,3,0.0,1.0,0.0,9.5,5.166666666666667,7.166666666666668,2.6666666666666665,67.0,,10.166666666666666,,66.16666666666667,16.166666666666668,0.0,,6.166666666666668,,0.3333333333333333,84.33333333333333,27.5,,1.5,5.5,2.333333333333333,0.3316666666666666,134.0,71.83333333333333,1.0,4.0,,,9.333333333333334,6.666666666666668,79.0,22.66666666666667,9.166666666666666,,,,0.5,6.666666666666668,,,0.0,,36.16666666666666,0.3333333333333333,1.6666666666666667,1.5,1.3333333333333333,0.4666666666666666,,,,762.0,,0.0,,,,,0.0,2.0,172.72,180.34,155.0,0.0,1.0,0.0,15.0,8.0,,,95.5,35.0,1.8333333333333333,1.0,67.0,16.833333333333332,0.8333333333333334,18.166666666666668,13.166666666666664,0.16666666666666666,0.0,,38.0,0.4616666666666666,,0.8333333333333334,0.6666666666666666,0.3333333333333333,,,4.0,1.0,,5.333333333333333,1.5,0.8333333333333334,92.66666666666669,30.66666666666667,,2.1666666666666665,,21.83333333333333,,8.666666666666666,6.5,,,98.33333333333331,33.666666666666664,0.3583333333333334,0.16666666666666666,3.333333333333333,0.8333333333333334,0.38833333333333336,113.16666666666669,46.5,,584.8333333333334,,,1.0,1.0,3.0,0.0,0.0,5.0,180.34,190.5,155.0,,,0,,0,,0,0,,,0,0,0,0,,,0,,,0,0,,,0,
